This Pfam domain was detected only during IHH-specific iterations? 0 = No, 1 = Yes	Pfam AC	Pfam ID, description	Protein AC	Protein length	Start hit coordinate on protein, aa	End hit coordinate on protein, aa	P_IHH	P_protein	P_domain	Virus genome	The most senior rank to which virus is classified	The 2nd most senior rank to which virus is classified	Virus taxonomy	target length	target Neff	query length #1	probability #1	pvalue #1	score #1	SS score #1	query coordinates #1	target coordinates #1	query length #2	probability #2	pvalue #2	score #2	SS score #2	query coordinates #2	target coordinates #2	Probab2
0	PF05621.10	TniB, Bacterial TniB protein	YP_009337788.1	3291	603	655	96.2	86.8	96.5	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 68	257	12.5	3291	86.8	1.1e-05	43.7	2.6	1-3291	9-59	300	96.2	8.7e-08	43.4	2.6	451-750	9-60	5	96.2805215689426
0	PF05673.12	DUF815, Protein of unknown function (DUF815)	YP_009337745.1	3099	542	607	95.5	90.1	95.4	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Sanxia picorna-like virus 10	252	11.9	3099	90.1	7e-06	45.7	3.7	1-3099	54-121	640	95.5	3.7e-07	45.5	3.7	198-837	54-121	2	95.55833716438627
0	PF05903.13	Peptidase_C97, PPPDE putative peptidase domain	NP_051710.1	2874	1312	1421	95.6	86.9	95.7	dsRNA viruses	Hypoviridae	Hypovirus	Viruses, dsRNA viruses, Hypoviridae, Hypovirus, Cryphonectria hypovirus 3	142	7.0	2874	86.9	2.3e-05	45.2	5.3	1-2874	3-118	300	95.6	5.7e-07	44.5	5.3	1193-1492	3-118	3	95.83555970784238
0	PF05903.13	Peptidase_C97, PPPDE putative peptidase domain	YP_005476604.1	2940	1377	1486	96.4	88.7	95.9	dsRNA viruses	Hypoviridae	Hypovirus	Viruses, dsRNA viruses, Hypoviridae, Hypovirus, unclassified Hypovirus, Valsa ceratosperma hypovirus 1	142	7.0	2940	88.7	3.6e-06	51.0	0.8	1-2940	28-117	300	96.4	1.8e-07	47.3	5.7	1351-1650	2-117	4	96.15328777273885
0	PF05903.13	Peptidase_C97, PPPDE putative peptidase domain	YP_009051683.1	2848	1297	1394	95.1	83.4	95.1	dsRNA viruses	Hypoviridae	Hypovirus	Viruses, dsRNA viruses, Hypoviridae, Hypovirus, unclassified Hypovirus, Phomopsis longicolla hypovirus	142	7.0	2848	83.4	9.7e-05	40.8	7.7	1-2848	23-118	300	95.1	3.2e-06	40.3	7.9	1201-1500	23-118	3	95.20889628590817
0	PF05903.13	Peptidase_C97, PPPDE putative peptidase domain	YP_138519.1	2848	1297	1389	97.1	94.1	97.2	dsRNA viruses	Hypoviridae	Hypovirus	Viruses, dsRNA viruses, Hypoviridae, Hypovirus, Cryphonectria hypovirus 4	142	7.0	2848	94.1	2.2e-06	52.3	6.0	1-2848	29-118	300	97.1	2.6e-08	52.1	6.0	1201-1500	29-118	3	97.16302584337896
0	PF05903.13	Peptidase_C97, PPPDE putative peptidase domain	YP_001111369.1	1148	1081	1139	95.1	89	95.9	dsRNA viruses	Reoviridae	Sedoreovirinae	Viruses, dsRNA viruses, Reoviridae, Sedoreovirinae, Phytoreovirus, Rice gall dwarf virus	142	7.0	1148	89.0	5.7e-06	45.3	2.2	1-1148	71-129	248	95.1	3.1e-07	44.9	2.1	901-1148	71-129	2	95.2618572416569
0	PF05903.13	Peptidase_C97, PPPDE putative peptidase domain	YP_005255246.1	1310	1192	1245	97.1	94.9	97.2	dsRNA viruses	Reoviridae	unclassified	Viruses, dsRNA viruses, Reoviridae, unclassified Reoviridae, Spissistilus festinus reovirus	142	7.0	1310	94.9	3.9e-07	53.6	2.7	1-1310	63-123	260	97.1	8.8e-09	53.8	2.7	1051-1310	63-123	3	97.04882941447927
0	PF05903.13	Peptidase_C97, PPPDE putative peptidase domain	YP_009428582.1	1052	960	1027	95.9	92.6	96.5	dsRNA viruses	Reoviridae	unclassified	Viruses, dsRNA viruses, Reoviridae, unclassified Reoviridae, Grapevine Cabernet Sauvignon reovirus	142	7.0	1052	92.6	5.8e-07	51.3	-0.7	1-1052	67-136	300	95.9	3.2e-08	51.6	-0.7	751-1050	67-136	3	95.86215228946658
0	PF06363.10	Picorna_P3A, Picornaviridae P3A protein	YP_008083730.1	2233	1439	1529	96.8	94.4	96.7	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Parechovirus, Sebokele virus 1	100	1.3	2233	94.4	1.4e-06	52.0	5.0	1-2233	6-92	231	96.8	5.1e-08	50.3	5.0	1340-1570	6-92	2	97.03465690797863
0	PF06363.10	Picorna_P3A, Picornaviridae P3A protein	YP_009054899.1	2207	1484	1555	95.8	86.7	94.6	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Avisivirus, Chicken picornavirus 2	100	1.3	2207	86.7	3.1e-06	49.6	-1.0	1-2207	23-92	142	95.8	3.5e-08	48.4	-1.0	1443-1584	23-92	2	96.08447191039437
0	PF06363.10	Picorna_P3A, Picornaviridae P3A protein	YP_009361997.1	2207	1430	1500	96.5	91.8	96.3	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Parechovirus, Ferret parechovirus	100	1.3	2207	91.8	4.8e-06	48.4	4.4	1-2207	15-85	214	96.5	9.8e-08	48.4	4.4	1338-1551	15-85	2	96.47105537609964
0	PF06431.10	Polyoma_lg_T_C, Polyomavirus large T antigen C-terminus	YP_002790879.1	2580	611	661	96.4	85.1	95.6	plus_ssRNA	Invictavirus	unclassified	Viruses, unassigned viruses, Invictavirus, Solenopsis invicta virus 3	417	9.2	2580	85.1	3.3e-05	47.7	5.7	1-2580	153-213	164	96.4	1.8e-07	47.3	5.7	531-694	153-213	2	96.49228653838499
0	PF06431.10	Polyoma_lg_T_C, Polyomavirus large T antigen C-terminus	YP_002790880.2	3390	611	661	96.3	80.7	95.5	plus_ssRNA	Invictavirus	unclassified	Viruses, unassigned viruses, Invictavirus, Solenopsis invicta virus 3	417	9.2	3390	80.7	5.4e-05	47.2	5.4	1-3390	153-213	164	96.3	1.8e-07	47.3	5.4	531-694	153-213	2	96.3407149712084
0	PF06431.10	Polyoma_lg_T_C, Polyomavirus large T antigen C-terminus	YP_009333320.1	3999	1490	1551	96.7	91.2	96.8	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai blue swimmer crab virus 1	417	9.2	3999	91.2	3e-06	57.8	2.8	1-3999	158-217	300	96.7	2.5e-08	56.5	2.8	1351-1650	158-217	4	96.88374809242279
0	PF06431.10	Polyoma_lg_T_C, Polyomavirus large T antigen C-terminus	YP_009336673.1	3312	753	817	96	87.4	96.2	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Shahe isopoda virus 2	417	9.2	3312	87.4	8.3e-06	53.4	2.7	1-3312	154-216	300	96.0	1.1e-07	52.7	2.7	630-929	154-216	3	96.15870146351268
0	PF06431.10	Polyoma_lg_T_C, Polyomavirus large T antigen C-terminus	YP_009337006.1	1586	316	388	96.5	94.7	97.2	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 10	417	9.2	1586	94.7	1.1e-06	56.1	5.8	1-1586	153-218	605	96.5	9.8e-08	57.6	5.8	36-640	153-219	2	96.31516451053278
0	PF06460.11	NSP13, Coronavirus NSP13	YP_001661452.1	6673	6522	6634	96.9	92.4	97.3	plus_ssRNA	Nidovirales	Roniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Roniviridae, Okavirus, Gill-associated virus	297	8.4	6673	92.4	5.9e-06	56.7	6.9	1-6673	92-213	418	96.9	5.6e-08	55.5	6.9	6256-6673	92-213	2	97.07366166665297
0	PF06460.11	NSP13, Coronavirus NSP13	NP_579968.1	2437	1203	1308	96.3	88.3	95.7	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, SFV complex, Mayaro virus	297	8.4	2437	88.3	1.8e-05	48.4	5.6	1-2437	118-214	184	96.3	2.1e-07	46.8	5.6	1166-1349	112-214	2	96.61114068819545
0	PF06460.11	NSP13, Coronavirus NSP13	NP_579969.1	1819	1203	1308	96.3	90	95.7	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, SFV complex, Mayaro virus	297	8.4	1819	90.0	1.2e-05	48.3	5.6	1-1819	118-214	184	96.3	2.1e-07	46.8	5.6	1166-1349	112-214	2	96.59444880517727
0	PF06460.11	NSP13, Coronavirus NSP13	YP_009256205.1	2368	965	1028	95.3	93.4	96.8	plus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Negev virus	297	8.4	2368	93.4	1.1e-06	57.2	2.7	1-2368	155-214	932	95.3	2.4e-07	56.5	2.7	462-1393	155-214	2	95.53314801280581
0	PF06460.11	NSP13, Coronavirus NSP13	YP_009270625.1	2337	943	1005	95.4	87.8	91.7	plus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Brejeira virus	297	8.4	2337	87.8	5.5e-06	52.0	1.5	1-2337	156-214	300	95.4	1.6e-07	50.6	1.5	737-1036	156-214	3	95.79393214042348
0	PF06460.11	NSP13, Coronavirus NSP13	YP_009351830.1	2336	940	1002	95.9	94.7	95.8	plus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Piura virus	297	8.4	2336	94.7	9.7e-07	57.5	5.2	1-2336	156-214	923	95.9	2.4e-07	56.4	5.2	434-1356	156-214	2	96.16386369610174
0	PF06460.11	NSP13, Coronavirus NSP13	YP_009362298.1	2369	968	1033	96	94.7	96.1	plus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Castlerea virus	297	8.4	2369	94.7	2.5e-07	61.9	0.8	1-2369	158-219	933	96.0	5.3e-08	60.9	0.8	463-1395	158-219	2	96.15059766601637
0	PF06460.11	NSP13, Coronavirus NSP13	YP_009336549.1	6730	6575	6690	96.3	86.4	96.8	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenling nido-like virus 1	297	8.4	6730	86.4	1.8e-05	52.8	4.8	1-6730	119-214	400	96.3	2.1e-07	51.8	6.0	6331-6730	92-214	2	96.26814598103343
0	PF06460.11	NSP13, Coronavirus NSP13	YP_009337393.1	1826	822	975	96.5	92	96.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou hepe-like virus 2	297	8.4	1826	92.0	1.5e-05	47.5	8.6	1-1826	63-214	255	96.5	4.1e-07	47.2	8.6	785-1039	44-214	4	96.5646780085101
0	PF06471.11	NSP11, NSP11	YP_004598981.2	5088	4359	4666	95.4	92.2	96	plus_ssRNA	Nidovirales	Mesoniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Mesoniviridae, Alphamesonivirus, Cavally virus	584	3.3	5088	92.2	1.5e-06	66.7	2.0	1-5088	84-319	809	95.4	1.7e-07	65.6	2.0	4280-5088	84-319	2	95.65744526894049
0	PF06471.11	NSP11, NSP11	YP_004767305.1	5092	4363	4620	95.8	93.1	96.3	plus_ssRNA	Nidovirales	Mesoniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Mesoniviridae, Alphamesonivirus, Nam Dinh virus	584	3.3	5092	93.1	1e-06	68.2	2.1	1-5092	84-283	809	95.8	1.1e-07	67.0	2.1	4284-5092	84-283	2	95.98245086079106
0	PF06471.11	NSP11, NSP11	YP_007697629.1	5087	4357	4668	96.1	93.5	96.5	plus_ssRNA	Nidovirales	Mesoniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Mesoniviridae, Alphamesonivirus, Hana virus	584	3.3	5087	93.5	1e-06	68.1	3.0	1-5087	82-321	805	96.1	8.6e-08	67.7	3.0	4283-5087	82-321	2	96.13008249439615
0	PF06471.11	NSP11, NSP11	YP_007697636.1	5064	4406	4589	95.8	93.2	96.5	plus_ssRNA	Nidovirales	Mesoniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Mesoniviridae, unassigned Mesoniviridae, Meno virus	584	3.3	5064	93.2	1.2e-06	67.6	2.8	1-5064	134-277	808	95.8	1.2e-07	66.6	2.8	4257-5064	134-277	2	96.00228833670629
0	PF06471.11	NSP11, NSP11	YP_007697642.1	5090	4357	4613	95.9	93.4	96.5	plus_ssRNA	Nidovirales	Mesoniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Mesoniviridae, unassigned Mesoniviridae, Nse virus	584	3.3	5090	93.4	7.6e-07	69.3	1.5	1-5090	82-277	810	95.9	7.5e-08	68.2	1.5	4281-5090	82-277	2	96.07163552565905
0	PF06471.11	NSP11, NSP11	YP_009026378.1	5065	4334	4589	95.7	92.3	96.3	plus_ssRNA	Nidovirales	Mesoniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Mesoniviridae, Alphamesonivirus, Casuarina virus	584	3.3	5065	92.3	1.8e-06	66.0	2.9	1-5065	82-277	806	95.7	1.4e-07	66.0	3.0	4260-5065	82-277	2	95.7060247375376
0	PF06471.11	NSP11, NSP11	YP_009448185.1	2528	1799	2052	95.9	94.5	96.5	plus_ssRNA	Nidovirales	Mesoniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Mesoniviridae, unclassified Mesoniviridae, Dianke virus	584	3.3	2528	94.5	5e-07	67.7	2.9	1-2528	84-277	808	95.9	1.1e-07	67.0	2.9	1721-2528	84-277	2	96.03864592901809
0	PF06478.12	Corona_RPol_N, Coronavirus RPol N-terminus	YP_004767305.1	5092	2509	2699	95.4	93.5	96.6	plus_ssRNA	Nidovirales	Mesoniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Mesoniviridae, Alphamesonivirus, Nam Dinh virus	353	3.2	5092	93.5	2.1e-06	62.8	5.5	1-5092	17-212	1413	95.4	4.6e-07	62.3	5.5	1785-3197	17-212	2	95.57057472017313
0	PF06478.12	Corona_RPol_N, Coronavirus RPol N-terminus	YP_007697636.1	5064	2523	2573	96.8	92.5	96.9	plus_ssRNA	Nidovirales	Mesoniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Mesoniviridae, unassigned Mesoniviridae, Meno virus	353	3.2	5064	92.5	2.6e-06	62.0	4.2	1-5064	64-115	300	96.8	3e-08	61.7	4.2	2504-2803	64-115	5	96.81957874689861
0	PF06478.12	Corona_RPol_N, Coronavirus RPol N-terminus	YP_009026378.1	5065	2484	2576	96	94.3	97	plus_ssRNA	Nidovirales	Mesoniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Mesoniviridae, Alphamesonivirus, Casuarina virus	353	3.2	5065	94.3	5e-07	67.9	2.3	1-5065	17-115	1415	96.0	7.7e-08	68.1	2.3	1759-3173	17-115	2	95.96488780305513
0	PF07236.10	Phytoreo_S7, Phytoreovirus S7 protein	YP_006331065.1	1338	899	978	96.1	94.9	96.7	dsRNA viruses	unclassified	unclassified	Viruses, dsRNA viruses, Sclerotinia sclerotiorum dsRNA mycovirus-L	484	2.5	1338	94.9	2.7e-07	65.3	1.9	1-1338	266-346	535	96.1	5.7e-08	65.3	1.9	804-1338	266-346	2	96.12260119153147
0	PF07236.10	Phytoreo_S7, Phytoreovirus S7 protein	YP_009337018.1	2953	2810	2937	97.2	95	97.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 48	484	2.5	2953	95.0	5e-07	66.7	4.4	1-2953	266-393	205	97.2	9.3e-09	64.4	4.4	2749-2953	266-393	2	97.37586716494101
0	PF07236.10	Phytoreo_S7, Phytoreovirus S7 protein	YP_009337339.1	2872	2741	2825	95.6	86.8	95.4	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei tetragnatha maxillosa virus 3	484	2.5	2872	86.8	1.1e-05	55.9	3.3	1-2872	266-353	194	95.6	2.2e-07	55.1	3.3	2679-2872	265-353	2	95.80182929549515
0	PF08301.12	HCV_NS5a_1b, Hepatitis C virus non-structural 5a domain 1b	YP_007905734.1	3484	2352	2423	97	94.6	97.5	plus_ssRNA	Flaviviridae	Pegivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Pegivirus, unclassified Pegivirus, Rodent pegivirus	97	6.1	3484	94.6	3.9e-07	56.6	2.0	1-3484	3-70	570	97.0	8.2e-09	57.2	2.0	2350-2919	3-70	2	96.91644961300732
0	PF08301.12	HCV_NS5a_1b, Hepatitis C virus non-structural 5a domain 1b	YP_009361867.1	2972	2064	2147	95.8	87.8	95.9	plus_ssRNA	Flaviviridae	Pegivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Pegivirus, Pegivirus K	97	6.1	2972	87.8	1.2e-05	45.8	3.7	1-2972	4-84	343	95.8	2.3e-07	46.0	3.7	2059-2401	4-84	2	95.78888728100677
0	PF08405.10	Calici_PP_N, Viral polyprotein N-terminal	YP_004782207.1	2439	1029	1121	95.6	94.5	95.4	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Kobuvirus, unclassified Kobuvirus, Mouse kobuvirus M-5/USA/2010	358	6.4	2439	94.5	5.7e-05	47.6	18.8	1-2439	6-198	269	95.6	8.8e-07	49.3	7.1	950-1218	6-100	2	97.21123822876567
0	PF08405.10	Calici_PP_N, Viral polyprotein N-terminal	YP_009362314.1	2485	903	988	95.4	88.4	95.1	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Megrivirus, unclassified Megrivirus, Harrier picornavirus 1	358	6.4	2485	88.4	1.2e-05	52.9	4.7	1-2485	9-99	300	95.4	5.4e-07	51.3	5.0	712-1011	9-99	3	95.75550975433974
0	PF08405.10	Calici_PP_N, Viral polyprotein N-terminal	YP_009345009.1	2329	276	333	95.9	91.6	96	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wuhan spider virus 6	358	6.4	2329	91.6	2.4e-05	50.4	10.2	1-2329	142-199	300	95.9	1.5e-07	54.9	3.1	151-450	144-199	4	96.37296238998292
0	PF08435.10	Calici_coat_C, Calicivirus coat protein C-terminal	YP_009337019.1	2672	2519	2624	96.6	92.6	96.8	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 74	233	4.9	2672	92.6	5.3e-06	54.4	6.5	1-2672	120-225	340	96.6	1.2e-07	55.0	6.5	2333-2672	120-225	2	96.51910061410584
0	PF08727.10	P3A, Poliovirus 3A protein like	NP_042242.1	2193	1437	1498	99.4	98.7	99.3	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Enterovirus, Enterovirus A	52	6.3	2193	98.7	1.2e-13	88.2	3.2	1-2193	9-52	170	99.4	3.4e-18	87.9	3.2	1379-1548	1-52	2	99.41185766982606
0	PF08727.10	P3A, Poliovirus 3A protein like	YP_004935357.1	2482	1702	1755	96.3	87.2	95.8	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Quail picornavirus QPV1/HUN/2010	52	6.3	2482	87.2	1.5e-05	40.0	3.6	1-2482	1-42	199	96.3	1.4e-07	39.6	3.6	1630-1828	1-42	2	96.35754065994145
0	PF08727.10	P3A, Poliovirus 3A protein like	YP_009020973.1	2166	1408	1470	99.1	98.4	99.1	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Enterovirus, Possum enterovirus W1	52	6.3	2166	98.4	3.7e-12	79.2	2.7	1-2166	10-51	189	99.1	6.7e-16	78.3	2.7	1334-1522	2-51	2	99.15395769450706
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	NP_277061.1	2986	1087	1149	97.3	95.9	97.7	plus_ssRNA	Picornavirales	Iflaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Iflaviridae, Iflavirus, Perina nuda virus	208	7.8	2986	95.9	3.3e-07	60.4	6.1	1-2986	177-206	300	97.3	6.2e-09	57.3	4.5	1040-1339	73-206	4	97.71218685437029
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	NP_919029.1	2987	1089	1149	97.2	95.2	97.4	plus_ssRNA	Picornavirales	Iflaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Iflaviridae, Iflavirus, Ectropis obliqua picorna-like virus	208	7.8	2987	95.2	7.1e-07	58.0	5.7	1-2987	175-205	300	97.2	1.5e-08	55.0	5.6	891-1190	175-205	3	97.49868467659779
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009361829.1	3012	1118	1182	96.9	95.1	97.5	plus_ssRNA	Picornavirales	Iflaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Iflaviridae, Iflavirus, unclassified Iflavirus, Diamondback moth iflavirus	208	7.8	3012	95.1	7.7e-07	57.8	5.8	1-3012	175-206	649	96.9	4.7e-08	57.2	5.8	926-1574	175-206	2	96.93104807112022
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009270628.1	3007	2825	2990	96.4	86.7	96.3	plus_ssRNA	Picornavirales	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, unclassified Picornavirales, Picornavirales Tottori-HG1	208	7.8	3007	86.7	5.3e-05	44.3	7.9	1-3007	66-201	269	96.4	9.3e-07	44.1	9.8	2739-3007	66-201	2	96.0416802831456
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009111312.1	2752	2485	2565	97	94.7	88.6	unclassified	unclassified	unclassified	Viruses, ssRNA viruses, unclassified ssRNA viruses, Fisavirus 1	208	7.8	2752	94.7	6.3e-06	50.7	11.2	1-2752	7-102	445	97.0	2.9e-07	50.0	11.2	2308-2752	7-102	2	97.04310317849841
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009333166.1	1028	715	827	97.1	97.4	97	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Shahe arthropod virus 1	208	7.8	1028	97.4	5e-08	59.9	12.0	1-1028	3-28	300	97.1	2.4e-08	53.9	5.6	619-918	3-101	3	98.0502790007305
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009333309.1	2903	670	844	95.4	92.4	96.5	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai octopus virus 2	208	7.8	2903	92.4	9.5e-06	49.6	7.8	1-2903	11-203	832	95.4	1.4e-06	49.2	7.8	643-1474	11-203	2	95.53685111107566
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009333344.1	2904	650	813	95.7	92.2	96.6	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai paphia shell virus 4	208	7.8	2904	92.2	5.8e-06	51.2	5.9	1-2904	70-203	766	95.7	5.1e-07	51.6	5.9	552-1317	70-203	2	95.59333861526726
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009333493.1	2580	2393	2547	95.9	90	96	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 69	208	7.8	2580	90.0	1.2e-05	48.4	5.6	1-2580	139-200	306	95.9	5.4e-07	46.2	6.1	2275-2580	79-200	2	96.24747945536951
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009333563.1	2705	2229	2362	96.7	93.7	96.7	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 107	208	7.8	2705	93.7	3.8e-06	52.2	7.1	1-2705	79-202	332	96.7	1.3e-07	50.3	7.1	2136-2467	79-202	2	96.98674475579989
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009336567.1	3018	857	949	95.7	92.5	93.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 49	208	7.8	3018	92.5	2.4e-05	46.8	10.9	1-3018	7-99	681	95.7	3.4e-06	45.7	10.9	820-1500	7-99	2	95.92207636601766
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009336621.1	2839	2575	2776	96.8	94.9	97.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei tetragnatha maxillosa virus 1	208	7.8	2839	94.9	2.7e-06	53.4	9.0	1-2839	7-201	439	96.8	3.1e-07	49.7	9.8	2401-2839	6-201	2	97.10835981108158
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009336718.1	2689	398	499	96.8	93.6	97	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenling picorna-like virus 8	208	7.8	2689	93.6	3.6e-06	52.3	6.7	1-2689	84-196	385	96.8	8.2e-08	52.4	6.7	240-624	84-196	2	96.81393793129311
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009336786.1	2836	1164	1251	97	95	94.4	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Changping earthworm virus 1	208	7.8	2836	95.0	2.9e-06	53.2	9.7	1-2836	120-200	580	97.0	1.4e-07	53.6	9.7	1019-1598	120-200	2	96.9415419767032
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009337117.1	2948	832	1007	95.1	91.6	96.4	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 38	208	7.8	2948	91.6	2.6e-05	46.5	9.9	1-2948	65-203	918	95.1	4.4e-06	46.5	9.9	664-1581	65-203	2	95.05338227776883
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009337369.1	2811	2640	2783	95.3	86.5	95.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 9	208	7.8	2811	86.5	7.3e-05	43.0	8.7	1-2811	77-201	396	95.3	2.9e-06	43.3	8.7	2416-2811	77-201	2	95.19218090352402
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009337437.1	2926	2683	2902	97.2	95	97.2	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou gastropodes virus 2	208	7.8	2926	95.0	1.5e-06	55.5	7.4	1-2926	11-204	327	97.2	3.3e-08	53.7	7.4	2600-2926	11-204	2	97.37211428223743
0	PF08762.9	CRPV_capsid, CRPV capsid protein like	YP_009342445.1	3126	2966	3110	95.1	79.2	94.8	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wuhan insect virus 10	208	7.8	3126	79.2	0.00014	41.4	7.5	1-3126	77-202	232	95.1	2.8e-06	40.6	7.5	2895-3126	77-202	3	95.38258428636075
0	PF09401.9	NSP10, RNA synthesis protein NSP10	YP_009344970.1	7421	5040	5102	96.3	89.6	96.7	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Xinzhou toro-like virus	122	2.4	7421	89.6	4.1e-06	55.2	2.1	1-7421	45-109	476	96.3	5.1e-08	55.9	2.1	4701-5176	45-110	2	96.12675710272181
